5555.578125	0.104265	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.132263	-3.935063	0.093766	0.481613	0.546241	0.117689	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.580078	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.132195	-3.935045	0.093766	0.481613	0.546241	0.117689	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.582031	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.132122	-3.935028	0.093766	0.481613	0.546241	0.117688	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.583984	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.132050	-3.935010	0.093766	0.481613	0.546241	0.117688	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.585938	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131981	-3.934992	0.093766	0.481613	0.546241	0.117688	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.587891	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131908	-3.934974	0.093766	0.481613	0.546241	0.117688	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.589844	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131840	-3.934956	0.093766	0.481613	0.546241	0.117687	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.591797	0.104264	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131767	-3.934938	0.093766	0.481613	0.546241	0.117687	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.593750	0.104263	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131699	-3.934920	0.093766	0.481612	0.546241	0.117687	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.595703	0.104263	0.019675	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131626	-3.934902	0.093766	0.481612	0.546241	0.117687	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.597656	0.104263	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131557	-3.934885	0.093766	0.481612	0.546241	0.117686	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.599609	0.104263	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131485	-3.934867	0.093766	0.481612	0.546242	0.117686	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.601562	0.104263	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131416	-3.934849	0.093766	0.481612	0.546242	0.117686	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.603516	0.104263	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131344	-3.934831	0.093766	0.481612	0.546242	0.117686	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.605469	0.104263	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131271	-3.934813	0.093766	0.481612	0.546242	0.117686	-0.000053	0.000033	-0.000115	0.000000	0.000000	0.000000	
5555.607422	0.104262	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131203	-3.934795	0.093766	0.481612	0.546242	0.117685	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.609375	0.104262	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131130	-3.934777	0.093766	0.481611	0.546242	0.117685	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.611328	0.104262	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.131062	-3.934759	0.093766	0.481611	0.546242	0.117685	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.613281	0.104262	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.130989	-3.934741	0.093766	0.481611	0.546242	0.117685	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.615234	0.104262	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.130920	-3.934724	0.093766	0.481611	0.546242	0.117684	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.617188	0.104262	0.019674	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.130848	-3.934706	0.093766	0.481611	0.546242	0.117684	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.619141	0.104262	0.019673	-0.006251	-0.000070	-0.000045	-0.000000	0.000000	0.000000	0.000000	-52.130779	-3.934688	0.093766	0.481611	0.546242	0.117684	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.621094	0.104261	0.019673	-0.006251	-0.000070	-0.000044	-0.000000	0.000000	0.000000	0.000000	-52.130707	-3.934670	0.093766	0.481611	0.546242	0.117684	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.623047	0.104261	0.019673	-0.006251	-0.000070	-0.000044	-0.000000	0.000000	0.000000	0.000000	-52.130634	-3.934652	0.093766	0.481611	0.546242	0.117683	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.625000	0.104261	0.019673	-0.006251	-0.000070	-0.000044	-0.000000	0.000000	0.000000	0.000000	-52.130566	-3.934634	0.093766	0.481610	0.546242	0.117683	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.626953	0.104261	0.019673	-0.006251	-0.000070	-0.000044	-0.000000	0.000000	0.000000	0.000000	-52.130493	-3.934616	0.093766	0.481610	0.546242	0.117683	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
5555.628906	0.104261	0.019673	-0.006251	-0.000070	-0.000044	-0.000000	0.000000	0.000000	0.000000	-52.130424	-3.934598	0.093766	0.481610	0.546242	0.117683	-0.000053	0.000033	-0.000114	0.000000	0.000000	0.000000	
